date,time,operator,flight_number,route,aircraft_type,registration,cn_ln,ground,summary,region,country,operator_type,tot_boarded_count,tot_passengers_boarded,tot_crews_boarded,tot_fatalities_count,passengers_fatalities,tot_crews_fatalities,reason
"February 22, 2011",00:00,Maparca,-,El Vigia - San Domingo,Cesna 340A,YV-2402,340-1502,0,"For unknown reasons, the small plane crashed into a field while en route.",San Pedro del Rio, Venezuela,Commercial,6.0,5.0,1.0,6.0,5.0,1.0,unknown
"March 21, 2011",00:00,Trans Air Cargo,-,Brazzaville - Pointe Noire,Antonov 12BP,TN-AGK,402006,14,The cargo plane was approaching Runway 17 at Pointe-Noire Airport when it crashed in the Mvou Mvou residential area and was destroyed.,Pointe-Noire, Congo,Commercial,9.0,5.0,4.0,9.0,5.0,4.0,unknown
"April 04, 2011",13:30,United Nations,834,Kisangani - Kinshasa,Canadair CL-600 CRJ-100ER,4L-GAE ,7070,0,"The plane operated on behalf of the United Nations Organization Stabilization Mission and was leased from Geogian Airways. While attempting to land in rain, thunderstorms and strong winds at Kinshasa, the plane missed the runway and crashed. Twenty eight passengers and crew of 4 were killed. One passenger survived. he inappropriate decision of the crew to continue the approach, in face of extremely inclement weather being displayed on their weather radar. Lack of adequate supervision by the Operator to ensure that its crew complied with established procedures including weather avoidance procedures and stabilized approach criteria.",Kinshasa, Congo,Commercial,33.0,29.0,4.0,32.0,28.0,4.0,weather
"April 19, 2011",13:57,Pawan Hans Helicopters Ltd.,-,-,Mil Mi-172,VT-PHF,356C06,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries..",Tawang, India,Commercial,23.0,,,18.0,,,landing or taking off
"April 21, 2011",14:52,AmazonavesAir Taxi,-,Manaus - Santarem,Embraer/Piper EMB-810C Seneca,PT-EFS,810055,0,The airl taxi crashed about one minute after taking off from Manaus Airport.,Manaus, Brazil,Commercial,7.0,6.0,1.0,7.0,6.0,1.0,landing or taking off
"May 07, 2011",14:00,Merpati Nusantara Airlines,-,Sorong - Kaimana,Xian MA-60,PK-MZK ,603,0,"The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions.",Off Kaimana, Indonesia,Commercial,27.0,21.0,6.0,27.0,21.0,6.0,weather
"May 18, 2011",20:53,SOL Lineas Aereas,5428,Neuquen - Comodoro Rivadavia,Saab 340A,LV-CEJ,25,0,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning.Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew.",Near Prahuaniyeu, Argentina,Commercial,22.0,19.0,3.0,22.0,19.0,3.0,unknown
"May 25, 2011",22:50,Air Charter Services Pvt. Ltd.,-,Patna - New Delhi,Pilatus PC-12/45,VT-ACF,632,3,"While en route, the plane crashed into the roof of a house and burst into flames. The flight was transporting a 20 year-old patient to Apollo Hospital. The patient, two doctors, two attendants, the pilot and copilot, as well as three people in the house were killed. The plane encountered updraft and downdraft, resulting in disorientation of the two-member cockpit crew, who lost control.",Faridabad City, India,Commercial,7.0,5.0,2.0,7.0,5.0,2.0,lost control
"June 20, 2011",23:40,RusAir Airlines,7R-243,Moscow - Petrozavodsk,Tupolev Tu-134,RA-65691,63195/5703,0,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated.",Petrozavodsk, Russia,Commercial,52.0,43.0,9.0,47.0,39.0,8.0,weather
"July 06, 2011",23:00,Silk Way Airlines,-,"Baku, Azerbaijan - Bagram Air Base, Afghanistan",Ilyushin76TD,4K-AZ55,2053420680,0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan.",Near Bagram Air Base, Afghanistan,Commercial,9.0,0.0,9.0,9.0,0.0,9.0,unknown
"July 08, 2011",15:00,Hewa Bora Airways,952,Kinshasa - Kisangani,Boeing B-727-100,9Q-COP,18933,0,"The airliner crashed and broke up after missing the runway while attempting to land at Bangoka International Airport. There was heavy rain, thunderstorms and limited visibility at the time of the accident.",Kisangani, Congo,Commercial,115.0,108.0,7.0,77.0,72.0,5.0,weather
"July 11, 2011",11:55,Angara Airlines,5007,Tomsk - Surgut,Antonov An-24RV,RA-47302,57310302,0,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first office had not finished his requalification exam.",Near Strezhevoy, Russia,Commercial,37.0,33.0,4.0,7.0,7.0,0.0,caught fire
"July 13, 2011",11:53,NOAR Linhas Aéreas,SP-5007,Recife - Natal,Let L-401UVP-20,PR-NOB,2722,0,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold.",Recife, Brazil,Commercial,16.0,14.0,2.0,16.0,14.0,2.0,landing or taking off
"July 26, 2011",09:00,Military - Royal Moroccan Air Force,-,Dakhla - Guelmim - Kinitra,Lockheed C-130 Hercule,CNA-OQ,4892,0,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land.",Near Guelmim, Morocco,Military,80.0,71.0,9.0,80.0,71.0,9.0,weather
"July 28, 2011",04:12,Asiana Airlines,991,Seoul - Shanghai,Boeing B-747-48EF,HL-7604,29907/1370,0,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries.",Off Jeju, South Korean,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,unknown
"August 02, 2011",13:27,Military - Brazilianl Air Force,-,Canoas - Rio de Janeiro,Cessna 208B C-98A Grand Caravan,FAB2735 ,208B-2130,0,"While en route, the plane dove into the ground and exploded.",Near Bom Jardim da Serra SC ,Brazil,Military,8.0,6.0,2.0,8.0,6.0,2.0,unknown
"August 06, 2011",00:00,Military - U.S. Army,-,-,Boeing CH-47 Chinook,-,-,0,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents.",Tangi Valley, Afghanistan,Military,38.0,,,38.0,,,shot down - military
"August 09, 2011",14:34,Avis Amur, LN-9209,Magdan - Keperveem,Antonov 12,RA-11125,3341006,0,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo.",Near Omsukchan, Russia,Commercial,11.0,2.0,9.0,11.0,2.0,9.0,caught fire
"August 13, 2011",19:40,Inland Aviation Services,-,McGarth - Anvik,Cessna 207,-,-,0,"The aircraft impacted mountainous, brush covered terrain, about 37 miles west of McGrath in low clouds, rain and reduced visibility. Pilot error. The pilot's decision to continue VFR flight into instrument meteorological conditions, which resulted in an in-flight collision with mountainous terrain.",Near McGrath, Alaska,Commercial,6.0,5.0,1.0,2.0,1.0,1.0,poor visibility
"August 20, 2011",12:50,First Air,6560,Yellowknife - Resolute Bay,Boeing B-737-210C(A) Combi,C-GNWN,21067/414,0,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crews workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach.",Resolute Bay Nunavut ,Canada,Commercial,15.0,11.0,4.0,12.0,8.0,4.0,engine failure
"August 26, 2011",19:00,LifeNet,-,Bethany - Mosby,Eurocopter AS350B2,N352LN,3728,0,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed.",Mosby, Missouri,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,unknown
"September 02, 2011",17:48,Chilean Air Force,-,Santiago - Juan Fernandez Island,CASA C-212 Aviocar 300DF,966,443,0,"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of the killed persons was Felipe Camiroaga, the most important TV entertainer in Chile.",Juan Fernandez Island, Chile,Commercial,21.0,17.0,4.0,21.0,17.0,4.0,landing or taking off
"September 06, 2011",18:50,Aerocon,A4-238,"Santa Cruz - Trinidad, Bolivia",Swearingen SA-227BC Metroliner III,CP-2548,BC-768B,0,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived.",Near Trinidad, Bolivia,Commercial,9.0,7.0,2.0,8.0,6.0,2.0,unknown
"September 07, 2011",15:50,YAK Service,9633,Yaroslavl - Minsk,Yakovlev 42D,RA-42434,4520424305017,0,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for theYak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward  pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds.",Yaroslavl, Russia,Commercial,45.0,37.0,8.0,44.0,37.0,7.0,landing or taking off
"September 14, 2011",12:00,Military - FANA Forca Aerea Nacional Angolana,-,Huambo - Luanda,Embraer 120ER Brasilia,T-500,120357,0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot.",Huambo, Angola,Military,36.0,34.0,2.0,30.0,30.0,0.0,engine failure
"September 16, 2011",16:25,Private - Aero Trans Corp,-,Air race,North American P-51D-15-NA Mustang,N79111,109-35934,10,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.,Reno, Nevada,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,engine failure
"September 20, 2011",00:00,SALSA d'Haiti,112,Port au Prince - Cap Haitien,Beachcraft 99A,HH-APA,U-123,0,The plane crashed into a flooded sugar cane field while attempting to land in heavy rain and thunderstorms. The passenger and both pilots were killed.,Near Cap-Haitien, Haiti,Commercial,3.0,1.0,2.0,3.0,1.0,2.0,weather
"September 22, 2011",13:15,Arctic Sunwest Charters,-,Thor Lake - Great Slave Lake,De Havilland Canada DHC-6-300 Twin Otter,C-GARW ,367,0,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.",Yellowknife Northwest Territories ,Canada,Commercial,9.0,7.0,2.0,2.0,0.0,2.0,landing or taking off
"September 25, 2011",07:31,Buddha Air,-,Sightseeing,Beechcraft 1900D,9N-AEK,UE-295,0,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.,Near Kathmandu, Nepal,Commercial,19.0,16.0,3.0,19.0,16.0,3.0,unknown
"September 29, 2011",07:38,Nusantara Buana Air,-,Medan - Kutacane,CASA NC-212 Aviocar 200,PK-TLF,-,0,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination.",Near Bohorok, Indonesia,Commercial,18.0,14.0,4.0,18.0,14.0,4.0,landing or taking off
"October 04, 2011",11:47,Air Tindi,200,Yellowknife - Lutsek'e,Cessna 208B Grand Caravan I,C-GATV,208B-0308,0,"The plane hit the top of a hill while enroute, approximately 20 nm from Lutsek'e Airport. The pilot and one passenger were killed.",Near Lutsek'e NT ,Canada,Commercial,4.0,3.0,1.0,2.0,1.0,1.0,unknown
"October 13, 2011",17:00,Airline PNG,1600,Lae - Madang,de Havilland Canada DHC-8-102,P2-MCJ,125,0,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.",Near Madang, Papua New Guinea,Commercial,32.0,28.0,4.0,28.0,26.0,2.0,engine failure
"October 14, 2011",00:00,Moremi Air Charters,-,Xakanaka Airstrip - Pom Pom Airstrip,Cessna 208B Grand Caravan,A2-AKD,208B-0582,0,The sightseeing plane crashed immediately after taking off for Xakanaka Airstrip in the Okavango Delta.,Xakanaka Airstrip, Botswana,Commercial,11.0,9.0,2.0,8.0,7.0,1.0,landing or taking off
"October 27, 2011",04:12,Northern Thunderbird Air Inc.,-,Vancouver - Kelowna,Beechcraft 100 King Air,C-GXRX,B-36,0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",Vancouver BC ,Canada,Commercial,9.0,7.0,2.0,1.0,0.0,1.0,landing or taking off
"November 10, 2011",12:14,Blue Hawaiian Helicopter,-,Sightseeing,Eurocopter EC-130 B4,N11QV,4909,0,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation.",Near Kilohana Molokai ,Hawaii,Commercial,5.0,4.0,1.0,5.0,4.0,1.0,weather
"November 11, 2011",08:55,Fuerza Aerea Mexicana,-,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos",Aerospatiale AS 332L1 Super Puma,XC-UHM,2127,0,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials.",Near Santa Catarina Atoyzingo, Mexico,Commercial,8.0,7.0,1.0,8.0,7.0,1.0,unknown
"November 24, 2011",00:00,Susi Air,-,Nabire - Sugapa,Cessna 208B Grand Caravan,PK-VVG,208B-1308,0,"While attempting to land, the pilot of the cargo plane pulled up from the approach to avoid a pedestrian on the runway and crashed into the surrounding mountains seven miles away. The copilot was killed.",Near Sugapa, Indonesia,Commercial,2.0,0.0,2.0,1.0,0.0,1.0,landing or taking off
"November 28, 2011",22:50,Trans North Aviation Ltd.,-,Jesup - Chicago,Piper PA-31-350 Navajo Chieftain,N59773,31-7652044,0,"The air ambulance crashed into a wooded area after the pilot reported having fuel problems. The patient, the patient's wife and one other person onboard was killed. Pilot error. The pilot's inadequate preflight planning and in-flight decision making, which resulted in a loss of engi9ne power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs.",Riverwoods, Illinois,Commercial,5.0,,,3.0,,,unknown
"December 07, 2011",16:45,Sundance Helicopters Inc.,-,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",Near Henderson, Nevada,Commercial,5.0,4.0,1.0,5.0,4.0,1.0,unknown
"December 09, 2011",14:24,Quest Aviation,-,"Sioux Falls, SD - Rapid City, SD",Cessna 421C,N421SY,421C0051,0,Thirty seconds after taking off the air-taxi began trailing white smoke from the left engine. The pilot attempted to return to the airport when the nose dropped abruptly and the plane impacted the ground.,Sioux Falls, South Dakota,Commercial,4.0,3.0,1.0,4.0,3.0,1.0,engine failure
"December 26, 2011",05:54,-,-,"Jacksonville, FL - Gainsville, FL",B ell 206B,N5016M,2636,0,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.,Green Grove, Florida,Commercial,3.0,2.0,1.0,3.0,2.0,1.0,unknown
"January 10, 2012",10:00,Keystone air Service Limited,-,Winnipeg - North Spirit Lake,Piper PA-31-350 Navajo Chieftain,C-GOSU,31-7752148,0,"While on approach, the plane crashed on a frozen lake, 1 km from the runway. The crash occurred during blizzard conditions.",North Spirit Lake Ontario ,Canada,Commercial,5.0,4.0,1.0,4.0,3.0,1.0,unknown
"January 30, 2012",08:45,TRACEP Congo Aviation,-,Bukavu - Namoya,Antonov AN-28,9Q-CUN,-,0,The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.,Namoya, Congo,Commercial,5.0,3.0,3.0,3.0,1.0,2.0,landing or taking off
"March 15, 2012",07:15,Jet One Express,-,San Juan - Saint Croix,Convair CV-340,N153JR,117,0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots.",Near San Juan, Puerto Rico,Commercial,2.0,0.0,2.0,2.0,0.0,2.0,engine failure
"March 16, 2012",10:45,Military - Turkish Army (NATO),-,-,Sikorsky S-70A-28,10981,-,4,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.,Kabul, Afghanistan,Military,12.0,,,12.0,,,landing or taking off
"April 02, 2012",07:44,UTAir,120,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off.",Tyumen, Russia,Commercial,43.0,39.0,4.0,33.0,29.0,4.0,weather
"April 20, 2012",18:40,Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC ,23167/1074,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crews decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplanes automated flight deck",Islamabad, Pakistan,Commercial,127.0,121.0,6.0,127.0,121.0,6.0,weather
"April 30, 2012",16:30,Military -Fuerza Aerea Colombiana,-,Barranquilla - Caucasia,Bell 212,FAC 4020 ,31272,0,The helicopter caught fire and crashed while en route.,Sabanagrande, Colombia,Military,13.0,11.0,2.0,13.0,11.0,2.0,unknown
"May 09, 2012",15:30,Sukhoi,36801,Demonstration flight,Sukhoi Superjet 100-95,RA-97004, 95004,0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.",Near Cidahu, Indonesia,Commercial,45.0,39.0,6.0,45.0,39.0,6.0,unknown
"May 14, 2012",09:15,Agni Air,-,Pokhara - Jomsom,Dornier 228-212,9N-AIG,8216,0, The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.,Jomsom, Nepal,Commercial,21.0,18.0,3.0,15.0,13.0,2.0,landing or taking off
"June 02, 2012",15:30,Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN, 22540/1796,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",Accra, Ghana,Commercial,4.0,0.0,4.0,0.0,0.0,4.0,engine failure
"June 03, 2012",16:45,Dana Air,992,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.",Lagos, Nigeria,Commercial,153.0,146.0,7.0,153.0,146.0,7.0,engine failure
"June 06, 2012",00:00, HeliCusco,-,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.",Hualla Hualla Mount Mamarosa ,Peru,Commercial,14.0,12.0,2.0,14.0,12.0,2.0,unknown
"June 11, 2012",00:00,Illegal flight,-,-,Antonov An-2R,RA-40312,1G221-48,0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident.",Near Serov, Russia,Commercial,13.0,12.0,1.0,13.0,12.0,1.0,unknown
"June 21, 2012",14:45,Military - Indonesian Air Force,-,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.,Jakarta, Indonesia,Military,7.0,0.0,7.0,7.0,0.0,7.0,landing or taking off
"August 18, 2012",16:25,Aviatour's Fly'n Inc.,-,Cebu-Naga,PA-34-200 Seneca I,RP-C4431,34-7350051,0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative.",Off Masbate Island, Philippines,Commercial,4.0,2.0,2.0,3.0,2.0,1.0,engine failure
"August 19, 2012",08:00,Alfa Airlines,-,Khartoum - Talodi,Antonov An-26-100,ST-ARL,2606,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.",Talodi, Sudan,Commercial,32.0,26.0,6.0,32.0,26.0,6.0,weather
"September 12, 2012",12:28,Petropavlovsk-Kamchatsky Air Enteprise,261,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.",Near Palana, Russia,Commercial,14.0,12.0,2.0,10.0,8.0,2.0,weather
"September 28, 2012",06:15,Sita Air,-,-,Dornier 228-202,9N-AHA,8123,0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.,Kathmandu, Nepal,Commercial,19.0,16.0,3.0,19.0,16.0,3.0,engine failure
"October 07, 2012",12:00,Military - Sudanese Air Force,-,-,Antonov An-12BP,ST-ASA,402010,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.",Near Omdurman, Sudan,Military,22.0,16.0,6.0,15.0,,,engine failure
"October 07, 2012",16:16,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,082,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",Antigua,-,Commercial,4.0,3.0,1.0,3.0,2.0,1.0,weather
"November 06, 2012",07:46,Fedex operating for Baron Aviation,8588,"Wichita - Garden City, KS",Cessna 208B Super Cargomaster,N73FE ,208B-0291,0,"The cargo plane climbed to an altitude of about 4,000 feet then attempted to return to the airport. The plane continued to lose altitude until it made a forced landing in a field and crashed into trees.",Wichita, Kansas,Commercial,1.0,0.0,1.0,1.0,0.0,1.0,landing or taking off
"November 21, 2012",00:00,Military - Yemen Air Force,-,Training,Antonov An-26,420,-,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.",San'a, Yemen,Military,10.0,0.0,10.0,10.0,0.0,10.0,engine failure
"November 30, 2012",17:50,Aero Service,-,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,083410300,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.,Near Brazzaville, Congo,Commercial,7.0,0.0,7.0,7.0,0.0,7.0,weather
"December 05, 2012",09:45,Military - South African Air Force,-,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.",Near Ladysmith, South Africa,Military,11.0,5.0,6.0,11.0,5.0,6.0,weather
